"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"
	"Louisiana"	"22"	"2018"	"2018"	"June"	"6"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"June"	"6"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"15-19 years"	"15-19"	343
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"20-24 years"	"20-24"	1341
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"25-29 years"	"25-29"	1634
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"30-34 years"	"30-34"	1181
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"35-39 years"	"35-39"	505
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"40-44 years"	"40-44"	119
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"July"	"7"	"50 years and over"	"50+"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"15-19 years"	"15-19"	373
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"20-24 years"	"20-24"	1388
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"25-29 years"	"25-29"	1811
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"30-34 years"	"30-34"	1366
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"35-39 years"	"35-39"	588
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"40-44 years"	"40-44"	106
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"August"	"8"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"15-19 years"	"15-19"	335
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"20-24 years"	"20-24"	1356
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"25-29 years"	"25-29"	1480
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"30-34 years"	"30-34"	1237
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"35-39 years"	"35-39"	542
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"40-44 years"	"40-44"	60
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"September"	"9"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"15-19 years"	"15-19"	336
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"20-24 years"	"20-24"	1306
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"25-29 years"	"25-29"	1636
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"30-34 years"	"30-34"	1190
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"35-39 years"	"35-39"	584
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"40-44 years"	"40-44"	97
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"October"	"10"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"15-19 years"	"15-19"	340
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"20-24 years"	"20-24"	1260
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"25-29 years"	"25-29"	1632
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"30-34 years"	"30-34"	1180
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"35-39 years"	"35-39"	531
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"40-44 years"	"40-44"	99
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"November"	"11"	"50 years and over"	"50+"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"15-19 years"	"15-19"	310
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"20-24 years"	"20-24"	1286
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"25-29 years"	"25-29"	1474
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"30-34 years"	"30-34"	1196
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"35-39 years"	"35-39"	558
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"40-44 years"	"40-44"	97
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2018"	"2018"	"December"	"12"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"Under 15 years"	"15"	10
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"15-19 years"	"15-19"	401
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"20-24 years"	"20-24"	1268
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"25-29 years"	"25-29"	1645
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"30-34 years"	"30-34"	1182
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"35-39 years"	"35-39"	513
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"40-44 years"	"40-44"	98
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"45-49 years"	"45-49"	0
	"Louisiana"	"22"	"2019"	"2019"	"January"	"1"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"15-19 years"	"15-19"	311
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"20-24 years"	"20-24"	1112
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"25-29 years"	"25-29"	1378
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"30-34 years"	"30-34"	1128
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"35-39 years"	"35-39"	488
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"40-44 years"	"40-44"	83
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"February"	"2"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"15-19 years"	"15-19"	277
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"20-24 years"	"20-24"	1092
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"25-29 years"	"25-29"	1444
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"30-34 years"	"30-34"	1096
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"35-39 years"	"35-39"	487
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"40-44 years"	"40-44"	94
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"March"	"3"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"15-19 years"	"15-19"	290
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"20-24 years"	"20-24"	1092
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"25-29 years"	"25-29"	1312
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"30-34 years"	"30-34"	1135
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"35-39 years"	"35-39"	535
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"40-44 years"	"40-44"	73
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"April"	"4"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"15-19 years"	"15-19"	300
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"20-24 years"	"20-24"	1177
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"25-29 years"	"25-29"	1499
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"30-34 years"	"30-34"	1221
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"35-39 years"	"35-39"	562
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"40-44 years"	"40-44"	70
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"May"	"5"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"15-19 years"	"15-19"	264
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"20-24 years"	"20-24"	1121
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"25-29 years"	"25-29"	1385
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"30-34 years"	"30-34"	1074
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"35-39 years"	"35-39"	498
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"40-44 years"	"40-44"	95
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"June"	"6"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"15-19 years"	"15-19"	362
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"20-24 years"	"20-24"	1269
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"25-29 years"	"25-29"	1586
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"30-34 years"	"30-34"	1276
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"35-39 years"	"35-39"	579
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"40-44 years"	"40-44"	99
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"July"	"7"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"15-19 years"	"15-19"	402
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"20-24 years"	"20-24"	1354
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"25-29 years"	"25-29"	1638
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"30-34 years"	"30-34"	1309
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"35-39 years"	"35-39"	588
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"40-44 years"	"40-44"	96
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"August"	"8"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"15-19 years"	"15-19"	384
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"20-24 years"	"20-24"	1330
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"25-29 years"	"25-29"	1688
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"30-34 years"	"30-34"	1212
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"35-39 years"	"35-39"	568
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"40-44 years"	"40-44"	109
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"September"	"9"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"15-19 years"	"15-19"	373
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"20-24 years"	"20-24"	1310
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"25-29 years"	"25-29"	1645
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"30-34 years"	"30-34"	1330
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"35-39 years"	"35-39"	615
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"40-44 years"	"40-44"	103
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"October"	"10"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"15-19 years"	"15-19"	340
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"20-24 years"	"20-24"	1123
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"25-29 years"	"25-29"	1465
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"30-34 years"	"30-34"	1175
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"35-39 years"	"35-39"	573
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"40-44 years"	"40-44"	101
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"November"	"11"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"15-19 years"	"15-19"	303
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"20-24 years"	"20-24"	1252
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"25-29 years"	"25-29"	1567
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"30-34 years"	"30-34"	1253
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"35-39 years"	"35-39"	543
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"40-44 years"	"40-44"	119
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2019"	"2019"	"December"	"12"	"50 years and over"	"50+"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"15-19 years"	"15-19"	320
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"20-24 years"	"20-24"	1273
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"25-29 years"	"25-29"	1554
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"30-34 years"	"30-34"	1180
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"35-39 years"	"35-39"	560
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"40-44 years"	"40-44"	126
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"January"	"1"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"15-19 years"	"15-19"	298
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"20-24 years"	"20-24"	1056
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"25-29 years"	"25-29"	1441
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"30-34 years"	"30-34"	1063
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"35-39 years"	"35-39"	471
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"40-44 years"	"40-44"	87
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"February"	"2"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"15-19 years"	"15-19"	305
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"20-24 years"	"20-24"	1066
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"25-29 years"	"25-29"	1438
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"30-34 years"	"30-34"	1183
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"35-39 years"	"35-39"	548
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"40-44 years"	"40-44"	91
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"March"	"3"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"15-19 years"	"15-19"	263
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"20-24 years"	"20-24"	1099
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"25-29 years"	"25-29"	1316
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"30-34 years"	"30-34"	1109
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"35-39 years"	"35-39"	494
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"40-44 years"	"40-44"	108
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"April"	"4"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"15-19 years"	"15-19"	299
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"20-24 years"	"20-24"	1066
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"25-29 years"	"25-29"	1401
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"30-34 years"	"30-34"	1140
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"35-39 years"	"35-39"	549
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"40-44 years"	"40-44"	118
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"May"	"5"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"15-19 years"	"15-19"	265
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"20-24 years"	"20-24"	1108
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"25-29 years"	"25-29"	1448
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"30-34 years"	"30-34"	1119
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"35-39 years"	"35-39"	520
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"40-44 years"	"40-44"	99
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"June"	"6"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"15-19 years"	"15-19"	302
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"20-24 years"	"20-24"	1210
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"25-29 years"	"25-29"	1550
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"30-34 years"	"30-34"	1190
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"35-39 years"	"35-39"	582
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"40-44 years"	"40-44"	108
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"July"	"7"	"50 years and over"	"50+"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"15-19 years"	"15-19"	357
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"20-24 years"	"20-24"	1236
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"25-29 years"	"25-29"	1490
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"30-34 years"	"30-34"	1273
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"35-39 years"	"35-39"	618
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"40-44 years"	"40-44"	105
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"August"	"8"	"50 years and over"	"50+"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"15-19 years"	"15-19"	326
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"20-24 years"	"20-24"	1242
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"25-29 years"	"25-29"	1562
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"30-34 years"	"30-34"	1252
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"35-39 years"	"35-39"	593
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"40-44 years"	"40-44"	110
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"September"	"9"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"15-19 years"	"15-19"	333
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"20-24 years"	"20-24"	1164
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"25-29 years"	"25-29"	1516
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"30-34 years"	"30-34"	1168
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"35-39 years"	"35-39"	564
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"40-44 years"	"40-44"	119
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"October"	"10"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"15-19 years"	"15-19"	275
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"20-24 years"	"20-24"	1183
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"25-29 years"	"25-29"	1458
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"30-34 years"	"30-34"	1174
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"35-39 years"	"35-39"	578
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"40-44 years"	"40-44"	95
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"November"	"11"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"Under 15 years"	"15"	14
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"15-19 years"	"15-19"	333
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"20-24 years"	"20-24"	1269
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"25-29 years"	"25-29"	1490
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"30-34 years"	"30-34"	1152
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"35-39 years"	"35-39"	547
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"40-44 years"	"40-44"	97
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2020"	"2020"	"December"	"12"	"50 years and over"	"50+"	0
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"15-19 years"	"15-19"	283
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"20-24 years"	"20-24"	1166
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"25-29 years"	"25-29"	1403
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"30-34 years"	"30-34"	1140
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"35-39 years"	"35-39"	549
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"40-44 years"	"40-44"	103
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"45-49 years"	"45-49"	Suppressed
	"Louisiana"	"22"	"2021"	"2021"	"January"	"1"	"50 years and over"	"50+"	Suppressed
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"Under 15 years"	"15"	Suppressed
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"15-19 years"	"15-19"	295
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"20-24 years"	"20-24"	1109
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"25-29 years"	"25-29"	1285
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"30-34 years"	"30-34"	1095
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"35-39 years"	"35-39"	510
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"40-44 years"	"40-44"	101
	"Louisiana"	"22"	"2021"	"2021"	"February"	"2"	"45-49 years"	"45-49"	Suppressed
